Given Address,House Number,Street,City,State,ZIP Code,Full Address,Exact Match
8816 NW 113TH ST OK,8816,Northwest 113th Street,Oklahoma City,Oklahoma,73162,"8816 Northwest 113th Street Oklahoma City, Oklahoma 73162",True
885 CEDARDALE DR OK,885,North Cedardale Drive,Oklahoma City,Oklahoma,73127,"885 North Cedardale Drive Oklahoma City, Oklahoma 73127",True
8901 KIM MARIE LN OK,8901,Kim Marie Lane,Oklahoma City,Oklahoma,73132,"8901 Kim Marie Lane Oklahoma City, Oklahoma 73132",True
8901 MACARTHUR TER OK,8901,North Macarthur Terrace,Oklahoma City,Oklahoma,73132,"8901 North Macarthur Terrace Oklahoma City, Oklahoma 73132",True
4400 NW 31ST ST OK,4400,Northwest 31st Street,Oklahoma City,Oklahoma,73112,"4400 Northwest 31st Street Oklahoma City, Oklahoma 73112",True
441 SW 102ND ST OK,441,Southwest 102nd Street,Oklahoma City,Oklahoma,73139,"441 Southwest 102nd Street Oklahoma City, Oklahoma 73139",True
4516 W PARK PL OK,House number not found,West Park Place,Oklahoma City,Oklahoma,73127,"House number not found West Park Place Oklahoma City, Oklahoma 73127",False
4524 W PARK PL OK,House number not found,West Park Place,Oklahoma City,Oklahoma,73127,"House number not found West Park Place Oklahoma City, Oklahoma 73127",False
4605 NW 59TH TER OK,4605,Northwest 59th Terrace,Oklahoma City,Oklahoma,73122,"4605 Northwest 59th Terrace Oklahoma City, Oklahoma 73122",True
4706 N INDEPENDENCE AVE OK,4706,North Independence Avenue,Oklahoma City,Oklahoma,73112,"4706 North Independence Avenue Oklahoma City, Oklahoma 73112",True
509 BELLFOUNTAINE DR OK,N/A,N/A,N/A,N/A,N/A,"N/A N/A N/A, N/A N/A",False
520 NW 139TH ST OK,520,Northwest 139th Street,Oklahoma City,Oklahoma,73013,"520 Northwest 139th Street Oklahoma City, Oklahoma 73013",True
523 SE 28TH ST OK,523,Southeast 28th Street,Oklahoma City,Oklahoma,73129,"523 Southeast 28th Street Oklahoma City, Oklahoma 73129",True
5425 S SANTA FE AVE OK,5425,South Santa Fe Avenue,Oklahoma City,Oklahoma,73109,"5425 South Santa Fe Avenue Oklahoma City, Oklahoma 73109",True
5525 JERICHO OK,5525,Jericho,Oklahoma City,Oklahoma,73084,"5525 Jericho Oklahoma City, Oklahoma 73084",True
5717 NW 33RD ST OK,5717,Northwest 33rd Street,Oklahoma City,Oklahoma,73122,"5717 Northwest 33rd Street Oklahoma City, Oklahoma 73122",True
5717 NW 86TH ST OK,5717,Northwest 86th Street,Oklahoma City,Oklahoma,73132,"5717 Northwest 86th Street Oklahoma City, Oklahoma 73132",True
5717 S FRANCIS AVE OK,5717,South Francis Avenue,Oklahoma City,Oklahoma,73109,"5717 South Francis Avenue Oklahoma City, Oklahoma 73109",True
5809 EMPIRE BLVD OK,5809,Empire Boulevard,Oklahoma City,Oklahoma,73129,"5809 Empire Boulevard Oklahoma City, Oklahoma 73129",True
5836 NW 88TH ST OK,5836,Northwest 88th Street,Oklahoma City,Oklahoma,73132,"5836 Northwest 88th Street Oklahoma City, Oklahoma 73132",True
5841 NW 88TH ST OK,5841,Northwest 88th Street,Oklahoma City,Oklahoma,73132,"5841 Northwest 88th Street Oklahoma City, Oklahoma 73132",True
4325 NW 48TH ST OK,4325,Northwest 48th Street,Oklahoma City,Oklahoma,73118,"4325 Northwest 48th Street Oklahoma City, Oklahoma 73118",True
439 NW 47TH ST OK,439,Northwest 47th Street,Oklahoma City,Oklahoma,73118,"439 Northwest 47th Street Oklahoma City, Oklahoma 73118",True
1316 NE 7TH ST OK,1316,Northeast 7th Street,Oklahoma City,Oklahoma,73117,"1316 Northeast 7th Street Oklahoma City, Oklahoma 73117",True
1329 S FAIRMONT AVE OK,1329,South Fairmont Avenue,Oklahoma City,Oklahoma,73129,"1329 South Fairmont Avenue Oklahoma City, Oklahoma 73129",True
136 SE 26TH ST OK,136,Southeast 26th Street,Oklahoma City,Oklahoma,73129,"136 Southeast 26th Street Oklahoma City, Oklahoma 73129",True
13804 OXFORD DR OK,13804,Oxford Drive,Oklahoma City,Oklahoma,73013,"13804 Oxford Drive Oklahoma City, Oklahoma 73013",True
1404 N DREXEL BLVD OK,1404,North Drexel Boulevard,Oklahoma City,Oklahoma,73107,"1404 North Drexel Boulevard Oklahoma City, Oklahoma 73107",True
1416 SW 28TH ST OK,1416,Southwest 28th Street,Oklahoma City,Oklahoma,73108,"1416 Southwest 28th Street Oklahoma City, Oklahoma 73108",True
11501 S MUSTANG RD OK,11501,South Mustang Road,Oklahoma City,Oklahoma,73064,"11501 South Mustang Road Oklahoma City, Oklahoma 73064",True
1161 CARTER DR OK,1161,Carter Drive,Oklahoma City,Oklahoma,73129,"1161 Carter Drive Oklahoma City, Oklahoma 73129",True
11729 BLUE MOON AVE OK,11729,Blue Moon Avenue,Oklahoma City,Oklahoma,73162,"11729 Blue Moon Avenue Oklahoma City, Oklahoma 73162",True
11729 N VICTORIA DR OK,11729,North Victoria Drive,Oklahoma City,Oklahoma,73120,"11729 North Victoria Drive Oklahoma City, Oklahoma 73120",True
11805 PRICE DR OK,11805,West Price Drive,Oklahoma City,Oklahoma,73170,"11805 West Price Drive Oklahoma City, Oklahoma 73170",True
11901 SW 17TH ST OK,11901,Southwest 17th Street,Oklahoma City,Oklahoma,73099,"11901 Southwest 17th Street Oklahoma City, Oklahoma 73099",True
12 SW 102ND ST OK,12,Southwest 102nd Street,Oklahoma City,Oklahoma,73139,"12 Southwest 102nd Street Oklahoma City, Oklahoma 73139",True
1201 NW 30TH ST OK,House number not found,North Military Avenue,Oklahoma City,Oklahoma,73118,"House number not found North Military Avenue Oklahoma City, Oklahoma 73118",False
1201 SW 32ND ST OK,1201,Southwest 32nd Street,Oklahoma City,Oklahoma,73109,"1201 Southwest 32nd Street Oklahoma City, Oklahoma 73109",True
1201 SW 95TH ST OK,1201,Southwest 95th Street,Oklahoma City,Oklahoma,73139,"1201 Southwest 95th Street Oklahoma City, Oklahoma 73139",True
12028 SURREY LN OK,12013,Surrey Lane,Yukon,Oklahoma,73099,"12013 Surrey Lane Yukon, Oklahoma 73099",False
1208 N WOODWARD AVE OK,1208,North Woodward Avenue,Oklahoma City,Oklahoma,73107,"1208 North Woodward Avenue Oklahoma City, Oklahoma 73107",True
1208 SW 91ST ST OK,1208,Southwest 91st Street,Oklahoma City,Oklahoma,73139,"1208 Southwest 91st Street Oklahoma City, Oklahoma 73139",True
1209 NE 19TH ST OK,1209,Northeast 19th Street,Oklahoma City,Oklahoma,73111,"1209 Northeast 19th Street Oklahoma City, Oklahoma 73111",True
1217 NW 42ND ST OK,1217,Northwest 42nd Street,Oklahoma City,Oklahoma,73118,"1217 Northwest 42nd Street Oklahoma City, Oklahoma 73118",True
12208 GREYSTONE TER OK,12208,Greystone Terrace,Oklahoma City,Oklahoma,73120,"12208 Greystone Terrace Oklahoma City, Oklahoma 73120",True
12221 SW 14TH ST OK,12221,Southwest 14th Street,Oklahoma City,Oklahoma,73099,"12221 Southwest 14th Street Oklahoma City, Oklahoma 73099",True
912 SW 156TH ST OK,912,Southwest 156th Street,Oklahoma City,Oklahoma,73170,"912 Southwest 156th Street Oklahoma City, Oklahoma 73170",True
932 NE 32ND ST OK,932,Northeast 32nd Street,Oklahoma City,Oklahoma,73105,"932 Northeast 32nd Street Oklahoma City, Oklahoma 73105",True
9808 HENDERSON DR OK,9808,Henderson Drive,Oklahoma City,Oklahoma,73139,"9808 Henderson Drive Oklahoma City, Oklahoma 73139",True
9904 HARVEST HILLS RD OK,9904,Harvest Hills Road,Oklahoma City,Oklahoma,73162,"9904 Harvest Hills Road Oklahoma City, Oklahoma 73162",True
9919 LARKSPUR LN OK,9919,Larkspur Lane,Oklahoma City,Oklahoma,73159,"9919 Larkspur Lane Oklahoma City, Oklahoma 73159",True
1001 SW 66TH ST OK,1001,Southwest 66th Street,Lawton,Oklahoma,73505,"1001 Southwest 66th Street Lawton, Oklahoma 73505",True
10016 S FAIRVIEW DR OK,10016,South Fairview Drive,Oklahoma City,Oklahoma,73159,"10016 South Fairview Drive Oklahoma City, Oklahoma 73159",True
1005 SW 94TH ST OK,1005,Southwest 94th Street,Oklahoma City,Oklahoma,73139,"1005 Southwest 94th Street Oklahoma City, Oklahoma 73139",True
10432 N MCKINLEY AVE OK,10432,North McKinley Avenue,Oklahoma City,Oklahoma,73114,"10432 North McKinley Avenue Oklahoma City, Oklahoma 73114",True
1105 N GARDNER AVE OK,1105,North Gardner Avenue,Oklahoma City,Oklahoma,73127,"1105 North Gardner Avenue Oklahoma City, Oklahoma 73127",True
11209 CIMARRON DR OK,11209,Cimarron Drive,Oklahoma City,Oklahoma,73162,"11209 Cimarron Drive Oklahoma City, Oklahoma 73162",True
1121 SW 65TH ST OK,1121,Southwest 65th Street,Oklahoma City,Oklahoma,73139,"1121 Southwest 65th Street Oklahoma City, Oklahoma 73139",True
1124 NW 30TH ST OK,1100,Northwest 30th Street,Oklahoma City,Oklahoma,73118,"1100 Northwest 30th Street Oklahoma City, Oklahoma 73118",False
1133 SW 65TH ST OK,1133,Southwest 65th Street,Oklahoma City,Oklahoma,73139,"1133 Southwest 65th Street Oklahoma City, Oklahoma 73139",True
11408 CARRIAGE DR OK,11408,Carriage Drive,Oklahoma City,Oklahoma,73099,"11408 Carriage Drive Oklahoma City, Oklahoma 73099",True
2207 N GATEWOOD AVE OK,2207,North Gatewood Avenue,Oklahoma City,Oklahoma,73106,"2207 North Gatewood Avenue Oklahoma City, Oklahoma 73106",True
2209 NE 17TH ST OK,2209,Northeast 17th Street,Oklahoma City,Oklahoma,73111,"2209 Northeast 17th Street Oklahoma City, Oklahoma 73111",True
2228 NE 18TH ST OK,2228,Northeast 18th Street,Moore,Oklahoma,73160,"2228 Northeast 18th Street Moore, Oklahoma 73160",True
2228 SW 31ST ST OK,2228,Southwest 31st Street,Oklahoma City,Oklahoma,73119,"2228 Southwest 31st Street Oklahoma City, Oklahoma 73119",True
2232 SW 30TH ST OK,2232,Southwest 30th Street,Moore,Oklahoma,73160,"2232 Southwest 30th Street Moore, Oklahoma 73160",True
228 NW 83RD ST OK,228,Northwest 83rd Street,Oklahoma City,Oklahoma,73114,"228 Northwest 83rd Street Oklahoma City, Oklahoma 73114",True
2304 W EUBANKS ST OK,2304,West Eubanks Street,Oklahoma City,Oklahoma,73112,"2304 West Eubanks Street Oklahoma City, Oklahoma 73112",True
2313 SW 91ST ST OK,2313,Southwest 91st Street,Oklahoma City,Oklahoma,73159,"2313 Southwest 91st Street Oklahoma City, Oklahoma 73159",True
2315 NW 32ND ST OK,2315,Northwest 32nd Street,Lawton,Oklahoma,73505,"2315 Northwest 32nd Street Lawton, Oklahoma 73505",True
2320 NW 37TH ST OK,House number not found,Northwest 37th Street,Oklahoma City,Oklahoma,73112,"House number not found Northwest 37th Street Oklahoma City, Oklahoma 73112",False
1728 NW 13TH ST OK,1728,Northwest 13th Street,Lawton,Oklahoma,73507,"1728 Northwest 13th Street Lawton, Oklahoma 73507",True
17304 CEDARWOOD DR OK,17304,Cedarwood Drive,Oklahoma City,Oklahoma,73012,"17304 Cedarwood Drive Oklahoma City, Oklahoma 73012",True
1801 N STERLING AVE OK,1801,North Sterling Avenue,Oklahoma City,Oklahoma,73127,"1801 North Sterling Avenue Oklahoma City, Oklahoma 73127",True
1842 W PARK PL OK,1842,West Park Place,Oklahoma City,Oklahoma,73106,"1842 West Park Place Oklahoma City, Oklahoma 73106",True
1900 NW 34TH ST OK,1900,Northwest 34th Street,Oklahoma City,Oklahoma,73118,"1900 Northwest 34th Street Oklahoma City, Oklahoma 73118",True
1901 NE 52ND ST OK,1901,Northeast 52nd Street,Oklahoma City,Oklahoma,73111,"1901 Northeast 52nd Street Oklahoma City, Oklahoma 73111",True
19713 BRUNSWICK CT OK,N/A,N/A,N/A,N/A,N/A,"N/A N/A N/A, N/A N/A",False
200 SW 141ST ST OK,14301,South Robinson Avenue,Oklahoma City,Oklahoma,73170,"14301 South Robinson Avenue Oklahoma City, Oklahoma 73170",False
20000 SHADY MEADOW WAY OK,20000,Shady Meadow Way,Oklahoma City,Oklahoma,74857,"20000 Shady Meadow Way Oklahoma City, Oklahoma 74857",True
2010 N ROFF AVE OK,2010,North Roff Avenue,Oklahoma City,Oklahoma,73107,"2010 North Roff Avenue Oklahoma City, Oklahoma 73107",True
208 NW 91ST ST OK,208,Northwest 91st Street,Oklahoma City,Oklahoma,73114,"208 Northwest 91st Street Oklahoma City, Oklahoma 73114",True
2100 NW 20TH ST OK,2100,Northwest 20th Street,Lawton,Oklahoma,73507,"2100 Northwest 20th Street Lawton, Oklahoma 73507",True
2115 SW 13TH ST OK,2115,Southwest 13th Street,Oklahoma City,Oklahoma,73108,"2115 Southwest 13th Street Oklahoma City, Oklahoma 73108",True
212 SW 62ND ST OK,212,Southwest 62nd Street,Oklahoma City,Oklahoma,73139,"212 Southwest 62nd Street Oklahoma City, Oklahoma 73139",True
2130 W PARK PL OK,House number not found,North Pennsylvania Avenue,Oklahoma City,Oklahoma,73003,"House number not found North Pennsylvania Avenue Oklahoma City, Oklahoma 73003",False
2141 SW 35TH ST OK,2141,Southwest 35th Street,Oklahoma City,Oklahoma,73119,"2141 Southwest 35th Street Oklahoma City, Oklahoma 73119",True
2145 N KATE AVE OK,2145,North Kate Avenue,Oklahoma City,Oklahoma,73111,"2145 North Kate Avenue Oklahoma City, Oklahoma 73111",True
1417 SW 70TH ST OK,1417,Southwest 70th Street,Oklahoma City,Oklahoma,73159,"1417 Southwest 70th Street Oklahoma City, Oklahoma 73159",True
1418 LINWOOD BLVD UNIT A OK,N/A,N/A,N/A,N/A,N/A,"N/A N/A N/A, N/A N/A",False
1425 SW 33RD ST OK,1425,Southwest 33rd Street,Oklahoma City,Oklahoma,73119,"1425 Southwest 33rd Street Oklahoma City, Oklahoma 73119",True
1512 E MADISON ST OK,1512,East Madison Street,Oklahoma City,Oklahoma,73111,"1512 East Madison Street Oklahoma City, Oklahoma 73111",True
1516 E EUCLID ST OK,899,Garden Grove,Yukon,Oklahoma,73099,"899 Garden Grove Yukon, Oklahoma 73099",False
1520 NW 10TH ST OK,1520,Northwest 10th Street,Stigler,Oklahoma,74462,"1520 Northwest 10th Street Stigler, Oklahoma 74462",True
1526 NW 8TH ST OK,1526,Northwest 8th Street,Oklahoma City,Oklahoma,73106,"1526 Northwest 8th Street Oklahoma City, Oklahoma 73106",True
1529 E EUCLID ST OK,899,Garden Grove,Yukon,Oklahoma,73099,"899 Garden Grove Yukon, Oklahoma 73099",False
1672 SW 86TH ST OK,1672,Southwest 86th Street,Oklahoma City,Oklahoma,73159,"1672 Southwest 86th Street Oklahoma City, Oklahoma 73159",True
1700 NE 44TH ST OK,1700,Northeast 44th Street,Oklahoma City,Oklahoma,73111,"1700 Northeast 44th Street Oklahoma City, Oklahoma 73111",True
17017 CREST VALLEY OK,17017,Crest Valley,Oklahoma City,Oklahoma,73012,"17017 Crest Valley Oklahoma City, Oklahoma 73012",True
2905 NW 17TH ST OK,2905,Northwest 17th Street,Lawton,Oklahoma,73507,"2905 Northwest 17th Street Lawton, Oklahoma 73507",True
2907 NW 17TH ST OK,2907,Northwest 17th Street,Lawton,Oklahoma,73507,"2907 Northwest 17th Street Lawton, Oklahoma 73507",True
2908 NW 21ST ST OK,2908,Northwest 21st Street,Oklahoma City,Oklahoma,73107,"2908 Northwest 21st Street Oklahoma City, Oklahoma 73107",True
2917 SW 51ST ST OK,2917,Southwest 51st Street,Oklahoma City,Oklahoma,73119,"2917 Southwest 51st Street Oklahoma City, Oklahoma 73119",True
2924 TULSA DR OK,2924,Tulsa Drive,Oklahoma City,Oklahoma,73107,"2924 Tulsa Drive Oklahoma City, Oklahoma 73107",True
2933 SW 126TH ST OK,2933,Southwest 126th Street,Oklahoma City,Oklahoma,73170,"2933 Southwest 126th Street Oklahoma City, Oklahoma 73170",True
2940 SW 126TH ST OK,2940,Southwest 126th Street,Oklahoma City,Oklahoma,73170,"2940 Southwest 126th Street Oklahoma City, Oklahoma 73170",True
300 SE 64TH ST OK,300,Southeast 64th Street,Oklahoma City,Oklahoma,73149,"300 Southeast 64th Street Oklahoma City, Oklahoma 73149",True
3001 NW 46TH ST OK,3001,Northwest 46th Street,Oklahoma City,Oklahoma,73112,"3001 Northwest 46th Street Oklahoma City, Oklahoma 73112",True
3001 SE 54TH ST OK,3001,Southeast 54th Street,Oklahoma City,Oklahoma,73135,"3001 Southeast 54th Street Oklahoma City, Oklahoma 73135",True
3004 SW 124TH ST OK,3004,Southwest 124th Street,Oklahoma City,Oklahoma,73170,"3004 Southwest 124th Street Oklahoma City, Oklahoma 73170",True
301 SE 64TH ST OK,301,Southeast 64th Street,Oklahoma City,Oklahoma,73149,"301 Southeast 64th Street Oklahoma City, Oklahoma 73149",True
3016 S MADOLE BLVD OK,3016,South Madole Boulevard,Oklahoma City,Oklahoma,73159,"3016 South Madole Boulevard Oklahoma City, Oklahoma 73159",True
3016 SW 14TH ST OK,3016,Southwest 14th Street,City not found,Oklahoma,73065,"3016 Southwest 14th Street City not found, Oklahoma 73065",True
2436 SW 54TH ST OK,5400,Southwest Victora Boulevard,Lawton,Oklahoma,73505,"5400 Southwest Victora Boulevard Lawton, Oklahoma 73505",False
2523 NW 11TH ST OK,2523,Northwest 11th Street,Oklahoma City,Oklahoma,73107,"2523 Northwest 11th Street Oklahoma City, Oklahoma 73107",True
2527 SW 30TH ST OK,2527,Southwest 30th Street,Oklahoma City,Oklahoma,73119,"2527 Southwest 30th Street Oklahoma City, Oklahoma 73119",True
2530 NW 46TH ST OK,2530,Northwest 46th Street,Lawton,Oklahoma,73505,"2530 Northwest 46th Street Lawton, Oklahoma 73505",True
2608 NW 59TH ST OK,2608,Northwest 59th Street,Oklahoma City,Oklahoma,73112,"2608 Northwest 59th Street Oklahoma City, Oklahoma 73112",True
2636 SW 26TH ST OK,2636,Southwest 26th Street,Oklahoma City,Oklahoma,73108,"2636 Southwest 26th Street Oklahoma City, Oklahoma 73108",True
2708 SW 79TH ST OK,2708,Southwest 79th Street,Oklahoma City,Oklahoma,73159,"2708 Southwest 79th Street Oklahoma City, Oklahoma 73159",True
2711 S PENNSYLVANIA AVE OK,2711,South Pennsylvania Avenue,City not found,Oklahoma,73044,"2711 South Pennsylvania Avenue City not found, Oklahoma 73044",True
2713 NW 66TH ST OK,2713,Northwest 66th Street,Oklahoma City,Oklahoma,73116,"2713 Northwest 66th Street Oklahoma City, Oklahoma 73116",True
2716 SW 48TH ST OK,2716,Southwest 48th Street,Oklahoma City,Oklahoma,73119,"2716 Southwest 48th Street Oklahoma City, Oklahoma 73119",True
2721 NW 22ND ST OK,2721,Northwest 22nd Street,Lawton,Oklahoma,73505,"2721 Northwest 22nd Street Lawton, Oklahoma 73505",True
2724 NE 19TH ST OK,2724,Northeast 19th Street,Oklahoma City,Oklahoma,73111,"2724 Northeast 19th Street Oklahoma City, Oklahoma 73111",True
2809 NW 182ND ST OK,2809,Northwest 182nd Street,Oklahoma City,Oklahoma,73012,"2809 Northwest 182nd Street Oklahoma City, Oklahoma 73012",True
2813 NW 63RD ST OK,House number not found,Northwest 63rd Street,Oklahoma City,Oklahoma,73132,"House number not found Northwest 63rd Street Oklahoma City, Oklahoma 73132",False
2817 DITTMER RD OK,5001,Northwest 24th Place,Oklahoma City,Oklahoma,73127,"5001 Northwest 24th Place Oklahoma City, Oklahoma 73127",False
2837 SW 31ST ST OK,2837,Southwest 31st Street,Oklahoma City,Oklahoma,73119,"2837 Southwest 31st Street Oklahoma City, Oklahoma 73119",True
2850 SW 40TH ST OK,2850,Southwest 40th Street,Oklahoma City,Oklahoma,73119,"2850 Southwest 40th Street Oklahoma City, Oklahoma 73119",True
2329 SE 10TH ST OK,2329,Southeast 10th Street,Oklahoma City,Oklahoma,73129,"2329 Southeast 10th Street Oklahoma City, Oklahoma 73129",True
2340 SE 9TH ST OK,2340,Southeast 9th Street,Oklahoma City,Oklahoma,73129,"2340 Southeast 9th Street Oklahoma City, Oklahoma 73129",True
235 SE 46TH ST OK,235,Southeast 46th Street,Oklahoma City,Oklahoma,73129,"235 Southeast 46th Street Oklahoma City, Oklahoma 73129",True
2401 SE 10TH ST OK,2401,Southeast 10th Street,Oklahoma City,Oklahoma,73129,"2401 Southeast 10th Street Oklahoma City, Oklahoma 73129",True
2416 NW 31ST ST OK,2416,Northwest 31st Street,Oklahoma City,Oklahoma,73112,"2416 Northwest 31st Street Oklahoma City, Oklahoma 73112",True
2426 SW 24TH ST OK,2426,Southwest 24th Street,City not found,Oklahoma,73065,"2426 Southwest 24th Street City not found, Oklahoma 73065",True
2433 SW 46TH ST OK,2433,Southwest 46th Street,Oklahoma City,Oklahoma,73119,"2433 Southwest 46th Street Oklahoma City, Oklahoma 73119",True
3518 SW 40TH ST  OK,3518,Southwest 40th Street,Oklahoma City,Oklahoma,73119,"3518 Southwest 40th Street Oklahoma City, Oklahoma 73119",True
3225 SW 65TH PL OK,3225,Southwest 65th Place,Oklahoma City,Oklahoma,73159,"3225 Southwest 65th Place Oklahoma City, Oklahoma 73159",True
325 SE 26TH ST OK,325,Southeast 26th Street,Oklahoma City,Oklahoma,73129,"325 Southeast 26th Street Oklahoma City, Oklahoma 73129",True
326 SE 25TH ST OK,326,Southeast 25th Street,Oklahoma City,Oklahoma,73129,"326 Southeast 25th Street Oklahoma City, Oklahoma 73129",True
326 SE 27TH ST OK,326,Southeast 27th Street,Moore,Oklahoma,73160,"326 Southeast 27th Street Moore, Oklahoma 73160",True
329 SE 26TH ST OK,329,Southeast 26th Street,Oklahoma City,Oklahoma,73129,"329 Southeast 26th Street Oklahoma City, Oklahoma 73129",True
3305 SW 48TH ST OK,3305,Southwest 48th Street,Oklahoma City,Oklahoma,73119,"3305 Southwest 48th Street Oklahoma City, Oklahoma 73119",True
3309 NW 27TH ST OK,3309,Northwest 27th Street,Oklahoma City,Oklahoma,73107,"3309 Northwest 27th Street Oklahoma City, Oklahoma 73107",True
3309 SW 48TH ST OK,3309,Southwest 48th Street,Oklahoma City,Oklahoma,73119,"3309 Southwest 48th Street Oklahoma City, Oklahoma 73119",True
3320 NW 23RD ST OK,3235,Northwest 23rd Street,Oklahoma City,Oklahoma,73107,"3235 Northwest 23rd Street Oklahoma City, Oklahoma 73107",False
3320 SW 46TH ST OK,3320,Southwest 46th Street,Oklahoma City,Oklahoma,73119,"3320 Southwest 46th Street Oklahoma City, Oklahoma 73119",True
3329 SW 51ST ST OK,3329,Southwest 51st Street,Oklahoma City,Oklahoma,73119,"3329 Southwest 51st Street Oklahoma City, Oklahoma 73119",True
335 SE 25TH ST OK,335,Southeast 25th Street,Oklahoma City,Oklahoma,73129,"335 Southeast 25th Street Oklahoma City, Oklahoma 73129",True
3404 N VIRGINIA AVE OK,3404,North Virginia Avenue,Oklahoma City,Oklahoma,73118,"3404 North Virginia Avenue Oklahoma City, Oklahoma 73118",True
3404 NW 15TH ST OK,3404,Northwest 15th Street,Oklahoma City,Oklahoma,73107,"3404 Northwest 15th Street Oklahoma City, Oklahoma 73107",True
3501 SW 22ND ST OK,3501,Southwest 22nd Street,Oklahoma City,Oklahoma,73108,"3501 Southwest 22nd Street Oklahoma City, Oklahoma 73108",True
3509 TREADWELL DR OK,3509,Treadwell Drive,Oklahoma City,Oklahoma,73112,"3509 Treadwell Drive Oklahoma City, Oklahoma 73112",True
3517 NW 18TH ST OK,3517,Northwest 18th Street,City not found,Oklahoma,73065,"3517 Northwest 18th Street City not found, Oklahoma 73065",True
3032 NW 12TH ST OK,3032,Northwest 12th Street,Oklahoma City,Oklahoma,73107,"3032 Northwest 12th Street Oklahoma City, Oklahoma 73107",True
3081 SW 37TH ST OK,3081,Southwest 37th Street,Oklahoma City,Oklahoma,73119,"3081 Southwest 37th Street Oklahoma City, Oklahoma 73119",True
3104 SW 48TH ST OK,3104,Southwest 48th Street,Oklahoma City,Oklahoma,73119,"3104 Southwest 48th Street Oklahoma City, Oklahoma 73119",True
3109 SW 71ST ST OK,3109,Southwest 71st Street,Oklahoma City,Oklahoma,73159,"3109 Southwest 71st Street Oklahoma City, Oklahoma 73159",True
3112 SE 56TH ST OK,3112,Southeast 56th Street,Oklahoma City,Oklahoma,73135,"3112 Southeast 56th Street Oklahoma City, Oklahoma 73135",True
3116 S GOFF AVE OK,3116,South Goff Avenue,Oklahoma City,Oklahoma,73119,"3116 South Goff Avenue Oklahoma City, Oklahoma 73119",True
312 SE 50TH ST OK,312,Southeast 50th Street,Oklahoma City,Oklahoma,73129,"312 Southeast 50th Street Oklahoma City, Oklahoma 73129",True
3124 SW 71ST ST OK,3124,Southwest 71st Street,Oklahoma City,Oklahoma,73159,"3124 Southwest 71st Street Oklahoma City, Oklahoma 73159",True
3134 SW 128TH ST OK,3134,Southwest 128th Street,Oklahoma City,Oklahoma,73170,"3134 Southwest 128th Street Oklahoma City, Oklahoma 73170",True
317 NW 80TH ST OK,317,Northwest 80th Street,Oklahoma City,Oklahoma,73114,"317 Northwest 80th Street Oklahoma City, Oklahoma 73114",True
320 SE 28TH ST OK,320,Southeast 28th Street,Oklahoma City,Oklahoma,73129,"320 Southeast 28th Street Oklahoma City, Oklahoma 73129",True
3201 S LIBERTY AVE OK,3201,South Liberty Avenue,Oklahoma City,Oklahoma,73119,"3201 South Liberty Avenue Oklahoma City, Oklahoma 73119",True
3204 SE 56TH ST OK,3204,Southeast 56th Street,Oklahoma City,Oklahoma,73135,"3204 Southeast 56th Street Oklahoma City, Oklahoma 73135",True
3205 SE 51ST ST OK,3205,Southeast 51st Street,Oklahoma City,Oklahoma,73135,"3205 Southeast 51st Street Oklahoma City, Oklahoma 73135",True
3216 SE 55TH ST OK,3216,Southeast 55th Street,Oklahoma City,Oklahoma,73135,"3216 Southeast 55th Street Oklahoma City, Oklahoma 73135",True
3217 CANYON RD OK,3217,Canyon Road,Oklahoma City,Oklahoma,73120,"3217 Canyon Road Oklahoma City, Oklahoma 73120",True
3224 SE 56TH ST OK,3224,Southeast 56th Street,Oklahoma City,Oklahoma,73135,"3224 Southeast 56th Street Oklahoma City, Oklahoma 73135",True
3016 W HILL ST OK,3016,West Hill Street,Oklahoma City,Oklahoma,73112,"3016 West Hill Street Oklahoma City, Oklahoma 73112",True
3017 S CLEGERN AVE OK,100,South Clegern Avenue,Oklahoma City,Oklahoma,73106,"100 South Clegern Avenue Oklahoma City, Oklahoma 73106",False
3020 SW 64TH ST OK,3020,Southwest 64th Street,Oklahoma City,Oklahoma,73159,"3020 Southwest 64th Street Oklahoma City, Oklahoma 73159",True
120 NW 60TH ST OK,120,Northwest 60th Street,Oklahoma City,Oklahoma,73118,"120 Northwest 60th Street Oklahoma City, Oklahoma 73118",True
4121 NW 11TH ST OK,4121,Northwest 11th Street,Oklahoma City,Oklahoma,73107,"4121 Northwest 11th Street Oklahoma City, Oklahoma 73107",True
4125 NW 57TH ST OK,4125,Northwest 57th Street,Oklahoma City,Oklahoma,73112,"4125 Northwest 57th Street Oklahoma City, Oklahoma 73112",True
4200 N PENNSYLVANIA AVE OK,4200,North Pennsylvania Avenue,City not found,Oklahoma,73044,"4200 North Pennsylvania Avenue City not found, Oklahoma 73044",True
3900 NW 56TH ST OK,3900,Northwest 56th Street,Oklahoma City,Oklahoma,73112,"3900 Northwest 56th Street Oklahoma City, Oklahoma 73112",True
3921 AGNEW PL OK,3921,Agnew Place,Oklahoma City,Oklahoma,73119,"3921 Agnew Place Oklahoma City, Oklahoma 73119",True
3932 SW 26TH ST OK,3932,Southwest 26th Street,Oklahoma City,Oklahoma,73108,"3932 Southwest 26th Street Oklahoma City, Oklahoma 73108",True
